"","original_code","code","code_level","sector","borderline"
"1414","32.3","3230",4,"hdv",FALSE
"1415","32.4","324",3,"hdv",FALSE
"1416","32.4","3240",4,"hdv",FALSE
"1417","32.5","325",3,"hdv",FALSE
"1418","32.5","3250",4,"hdv",FALSE
"1419","32.9","329",3,"hdv",FALSE
"1420","32.91","3291",4,"hdv",FALSE
"1421","32.99","3299",4,"hdv",FALSE
"1422","33","33",2,"hdv",FALSE
"1423","33.1","331",3,"hdv",FALSE
"1424","33.11","3311",4,"hdv",FALSE
"1425","33.12","3312",4,"hdv",FALSE
"1426","33.13","3313",4,"hdv",FALSE
"1427","33.14","3314",4,"hdv",FALSE
"1428","33.15","3315",4,"hdv",FALSE
"1429","33.16","3316",4,"hdv",FALSE
"1430","33.17","3317",4,"hdv",FALSE
"1431","33.19","3319",4,"hdv",FALSE
"1432","33.2","332",3,"hdv",FALSE
"1433","33.2","3320",4,"hdv",FALSE
"1434","D","D",1,"hdv",FALSE
"1435","35","35",2,"hdv",NA
"1436","35.1","351",3,"hdv",FALSE
"1437","35.11","3511",4,"hdv",FALSE
"1438","35.12","3512",4,"hdv",TRUE
"1439","35.13","3513",4,"hdv",TRUE
"1440","35.14","3514",4,"hdv",TRUE
"1441","35.2","352",3,"hdv",TRUE
"1442","35.21","3521",4,"hdv",TRUE
"1443","35.22","3522",4,"hdv",TRUE
"1444","35.23","3523",4,"hdv",TRUE
"1445","35.3","353",3,"hdv",FALSE
"1446","35.3","3530",4,"hdv",FALSE
"1447","E","E",1,"hdv",FALSE
"1448","36","36",2,"hdv",FALSE
"1449","36","360",3,"hdv",FALSE
"1450","36","3600",4,"hdv",FALSE
"1451","37","37",2,"hdv",FALSE
"1452","37","370",3,"hdv",FALSE
"1453","37","3700",4,"hdv",FALSE
"1454","38","38",2,"hdv",FALSE
"1455","38.1","381",3,"hdv",FALSE
"1456","38.11","3811",4,"hdv",FALSE
"1457","38.12","3812",4,"hdv",FALSE
"1458","38.2","382",3,"hdv",FALSE
"1459","38.21","3821",4,"hdv",FALSE
"1460","38.22","3822",4,"hdv",FALSE
"1461","38.3","383",3,"hdv",FALSE
"1462","38.31","3831",4,"hdv",FALSE
"1463","38.32","3832",4,"hdv",FALSE
"1464","39","39",2,"hdv",FALSE
"1465","39","390",3,"hdv",FALSE
"1466","39","3900",4,"hdv",FALSE
"1467","F","F",1,"hdv",FALSE
"1468","41","41",2,"hdv",FALSE
"1469","41.1","411",3,"hdv",FALSE
"1470","41.1","4110",4,"hdv",FALSE
"1471","41.2","412",3,"hdv",FALSE
"1472","41.2","4120",4,"hdv",FALSE
"1473","42","42",2,"hdv",FALSE
"1474","42.1","421",3,"hdv",FALSE
"1475","42.11","4211",4,"hdv",FALSE
"1476","42.12","4212",4,"hdv",FALSE
"1477","42.13","4213",4,"hdv",FALSE
"1478","42.2","422",3,"hdv",FALSE
"1479","42.21","4221",4,"hdv",FALSE
"1480","42.22","4222",4,"hdv",FALSE
"1481","42.9","429",3,"hdv",FALSE
"1482","42.91","4291",4,"hdv",FALSE
"1483","42.99","4299",4,"hdv",FALSE
"1484","43","43",2,"hdv",FALSE
"1485","43.1","431",3,"hdv",FALSE
"1486","43.11","4311",4,"hdv",FALSE
"1487","43.12","4312",4,"hdv",FALSE
"1488","43.13","4313",4,"hdv",FALSE
"1489","43.2","432",3,"hdv",FALSE
"1490","43.21","4321",4,"hdv",FALSE
"1491","43.22","4322",4,"hdv",FALSE
"1492","43.29","4329",4,"hdv",FALSE
"1493","43.3","433",3,"hdv",FALSE
"1494","43.31","4331",4,"hdv",FALSE
"1495","43.32","4332",4,"hdv",FALSE
"1496","43.33","4333",4,"hdv",FALSE
"1497","43.34","4334",4,"hdv",FALSE
"1498","43.39","4339",4,"hdv",FALSE
"1499","43.9","439",3,"hdv",FALSE
"1500","43.91","4391",4,"hdv",FALSE
"1501","43.99","4399",4,"hdv",FALSE
"1502","G","G",1,"hdv",FALSE
"1503","45","45",2,"hdv",FALSE
"1504","45.1","451",3,"hdv",TRUE
"1505","45.11","4511",4,"hdv",TRUE
"1506","45.19","4519",4,"hdv",TRUE
"1507","45.2","452",3,"hdv",FALSE
"1508","45.2","4520",4,"hdv",FALSE
"1509","45.3","453",3,"hdv",FALSE
"1510","45.31","4531",4,"hdv",FALSE
"1511","45.32","4532",4,"hdv",FALSE
"1512","45.4","454",3,"hdv",FALSE
"1513","45.4","4540",4,"hdv",FALSE
"1514","46","46",2,"hdv",FALSE
"1515","46.1","461",3,"hdv",FALSE
"1516","46.11","4611",4,"hdv",FALSE
"1517","46.12","4612",4,"hdv",FALSE
"1518","46.13","4613",4,"hdv",FALSE
"1519","46.14","4614",4,"hdv",FALSE
"1520","46.15","4615",4,"hdv",FALSE
"1521","46.16","4616",4,"hdv",FALSE
"1522","46.17","4617",4,"hdv",FALSE
"1523","46.18","4618",4,"hdv",FALSE
"1524","46.19","4619",4,"hdv",FALSE
"1525","46.2","462",3,"hdv",FALSE
"1526","46.21","4621",4,"hdv",FALSE
"1527","46.22","4622",4,"hdv",FALSE
"1528","46.23","4623",4,"hdv",FALSE
"1529","46.24","4624",4,"hdv",FALSE
"1530","46.3","463",3,"hdv",FALSE
"1531","46.31","4631",4,"hdv",FALSE
"1532","46.32","4632",4,"hdv",FALSE
"1533","46.33","4633",4,"hdv",FALSE
"1534","46.34","4634",4,"hdv",FALSE
"1535","46.35","4635",4,"hdv",FALSE
"1536","46.36","4636",4,"hdv",FALSE
"1537","46.37","4637",4,"hdv",FALSE
"1538","46.38","4638",4,"hdv",FALSE
"1539","46.39","4639",4,"hdv",FALSE
"1540","46.4","464",3,"hdv",FALSE
"1541","46.41","4641",4,"hdv",FALSE
"1542","46.42","4642",4,"hdv",FALSE
"1543","46.43","4643",4,"hdv",FALSE
"1544","46.44","4644",4,"hdv",FALSE
"1545","46.45","4645",4,"hdv",FALSE
"1546","46.46","4646",4,"hdv",FALSE
"1547","46.47","4647",4,"hdv",FALSE
"1548","46.48","4648",4,"hdv",FALSE
"1549","46.49","4649",4,"hdv",FALSE
"1550","46.5","465",3,"hdv",FALSE
"1551","46.51","4651",4,"hdv",FALSE
"1552","46.52","4652",4,"hdv",FALSE
"1553","46.6","466",3,"hdv",FALSE
"1554","46.61","4661",4,"hdv",FALSE
"1555","46.62","4662",4,"hdv",FALSE
"1556","46.63","4663",4,"hdv",FALSE
"1557","46.64","4664",4,"hdv",FALSE
"1558","46.65","4665",4,"hdv",FALSE
"1559","46.66","4666",4,"hdv",FALSE
"1560","46.69","4669",4,"hdv",FALSE
"1561","46.7","467",3,"hdv",FALSE
"1562","46.71","4671",4,"hdv",FALSE
"1563","46.72","4672",4,"hdv",FALSE
"1564","46.73","4673",4,"hdv",FALSE
"1565","46.74","4674",4,"hdv",FALSE
"1566","46.75","4675",4,"hdv",FALSE
"1567","46.76","4676",4,"hdv",FALSE
"1568","46.77","4677",4,"hdv",FALSE
"1569","46.9","469",3,"hdv",FALSE
"1570","46.9","4690",4,"hdv",FALSE
"1571","47","47",2,"hdv",FALSE
"1572","47.1","471",3,"hdv",FALSE
"1573","47.11","4711",4,"hdv",FALSE
"1574","47.19","4719",4,"hdv",FALSE
"1575","47.2","472",3,"hdv",FALSE
"1576","47.21","4721",4,"hdv",FALSE
"1577","47.22","4722",4,"hdv",FALSE
"1578","47.23","4723",4,"hdv",FALSE
"1579","47.24","4724",4,"hdv",FALSE
"1580","47.25","4725",4,"hdv",FALSE
"1581","47.26","4726",4,"hdv",FALSE
"1582","47.29","4729",4,"hdv",FALSE
"1583","47.3","473",3,"hdv",FALSE
"1584","47.3","4730",4,"hdv",FALSE
"1585","47.4","474",3,"hdv",FALSE
"1586","47.41","4741",4,"hdv",FALSE
"1587","47.42","4742",4,"hdv",FALSE
"1588","47.43","4743",4,"hdv",FALSE
"1589","47.5","475",3,"hdv",FALSE
"1590","47.51","4751",4,"hdv",FALSE
"1591","47.52","4752",4,"hdv",FALSE
"1592","47.53","4753",4,"hdv",FALSE
"1593","47.54","4754",4,"hdv",FALSE
"1594","47.59","4759",4,"hdv",FALSE
"1595","47.6","476",3,"hdv",FALSE
"1596","47.61","4761",4,"hdv",FALSE
"1597","47.62","4762",4,"hdv",FALSE
"1598","47.63","4763",4,"hdv",FALSE
"1599","47.64","4764",4,"hdv",FALSE
"1600","47.65","4765",4,"hdv",FALSE
"1601","47.7","477",3,"hdv",FALSE
"1602","47.71","4771",4,"hdv",FALSE
"1603","47.72","4772",4,"hdv",FALSE
"1604","47.73","4773",4,"hdv",FALSE
"1605","47.74","4774",4,"hdv",FALSE
"1606","47.75","4775",4,"hdv",FALSE
"1607","47.76","4776",4,"hdv",FALSE
"1608","47.77","4777",4,"hdv",FALSE
"1609","47.78","4778",4,"hdv",FALSE
"1610","47.79","4779",4,"hdv",FALSE
"1611","47.8","478",3,"hdv",FALSE
"1612","47.81","4781",4,"hdv",FALSE
"1613","47.82","4782",4,"hdv",FALSE
"1614","47.89","4789",4,"hdv",FALSE
"1615","47.9","479",3,"hdv",FALSE
"1616","47.91","4791",4,"hdv",FALSE
"1617","47.99","4799",4,"hdv",FALSE
"1618","H","H",1,"hdv",FALSE
"1619","49","49",2,"hdv",FALSE
"1620","49.1","491",3,"hdv",FALSE
"1621","49.1","4910",4,"hdv",FALSE
"1622","49.2","492",3,"hdv",FALSE
"1623","49.2","4920",4,"hdv",FALSE
"1624","49.3","493",3,"hdv",FALSE
"1625","49.31","4931",4,"hdv",FALSE
"1626","49.32","4932",4,"hdv",FALSE
"1627","49.39","4939",4,"hdv",FALSE
"1628","49.4","494",3,"hdv",FALSE
"1629","49.41","4941",4,"hdv",FALSE
"1630","49.42","4942",4,"hdv",FALSE
"1631","49.5","495",3,"hdv",FALSE
"1632","49.5","4950",4,"hdv",FALSE
"1633","50","50",2,"hdv",FALSE
"1634","50.1","501",3,"hdv",FALSE
"1635","50.1","5010",4,"hdv",FALSE
"1636","50.2","502",3,"hdv",FALSE
"1637","50.2","5020",4,"hdv",FALSE
"1638","50.3","503",3,"hdv",FALSE
"1639","50.3","5030",4,"hdv",FALSE
"1640","50.4","504",3,"hdv",FALSE
"1641","50.4","5040",4,"hdv",FALSE
"1642","51","51",2,"hdv",FALSE
"1643","51.1","511",3,"hdv",FALSE
"1644","51.1","5110",4,"hdv",FALSE
"1645","51.2","512",3,"hdv",TRUE
"1646","51.21","5121",4,"hdv",TRUE
"1647","51.22","5122",4,"hdv",FALSE
"1648","52","52",2,"hdv",FALSE
"1649","52.1","521",3,"hdv",FALSE
"1650","52.1","5210",4,"hdv",FALSE
"1651","52.2","522",3,"hdv",FALSE
"1652","52.21","5221",4,"hdv",FALSE
"1653","52.22","5222",4,"hdv",FALSE
"1654","52.23","5223",4,"hdv",FALSE
"1655","52.24","5224",4,"hdv",FALSE
"1656","52.29","5229",4,"hdv",FALSE
"1657","53","53",2,"hdv",FALSE
"1658","53.1","531",3,"hdv",FALSE
"1659","53.1","5310",4,"hdv",FALSE
"1660","53.2","532",3,"hdv",FALSE
"1661","53.2","5320",4,"hdv",FALSE
"1662","I","I",1,"hdv",FALSE
"1663","55","55",2,"hdv",FALSE
"1664","55.1","551",3,"hdv",FALSE
"1665","55.1","5510",4,"hdv",FALSE
"1666","55.2","552",3,"hdv",FALSE
"1667","55.2","5520",4,"hdv",FALSE
"1668","55.3","553",3,"hdv",FALSE
"1669","55.3","5530",4,"hdv",FALSE
"1670","55.9","559",3,"hdv",FALSE
"1671","55.9","5590",4,"hdv",FALSE
"1672","56","56",2,"hdv",FALSE
"1673","56.1","561",3,"hdv",FALSE
"1674","56.1","5610",4,"hdv",FALSE
"1675","56.2","562",3,"hdv",FALSE
"1676","56.21","5621",4,"hdv",FALSE
"1677","56.29","5629",4,"hdv",FALSE
"1678","56.3","563",3,"hdv",FALSE
"1679","56.3","5630",4,"hdv",FALSE
"1680","J","J",1,"hdv",FALSE
"1681","58","58",2,"hdv",FALSE
"1682","58.1","581",3,"hdv",FALSE
"1683","58.11","5811",4,"hdv",FALSE
"1684","58.12","5812",4,"hdv",FALSE
"1685","58.13","5813",4,"hdv",FALSE
"1686","58.14","5814",4,"hdv",FALSE
"1687","58.19","5819",4,"hdv",FALSE
"1688","58.2","582",3,"hdv",FALSE
"1689","58.21","5821",4,"hdv",FALSE
"1690","58.29","5829",4,"hdv",FALSE
"1691","59","59",2,"hdv",FALSE
"1692","59.1","591",3,"hdv",FALSE
"1693","59.11","5911",4,"hdv",FALSE
"1694","59.12","5912",4,"hdv",FALSE
"1695","59.13","5913",4,"hdv",FALSE
"1696","59.14","5914",4,"hdv",FALSE
"1697","59.2","592",3,"hdv",FALSE
"1698","59.2","5920",4,"hdv",FALSE
"1699","60","60",2,"hdv",FALSE
"1700","60.1","601",3,"hdv",FALSE
"1701","60.1","6010",4,"hdv",FALSE
"1702","60.2","602",3,"hdv",FALSE
"1703","60.2","6020",4,"hdv",FALSE
"1704","61","61",2,"hdv",FALSE
"1705","61.1","611",3,"hdv",FALSE
"1706","61.1","6110",4,"hdv",FALSE
"1707","61.2","612",3,"hdv",FALSE
"1708","61.2","6120",4,"hdv",FALSE
"1709","61.3","613",3,"hdv",FALSE
"1710","61.3","6130",4,"hdv",FALSE
"1711","61.9","619",3,"hdv",FALSE
"1712","61.9","6190",4,"hdv",FALSE
"1713","62","62",2,"hdv",FALSE
"1714","62","620",3,"hdv",FALSE
"1715","62.01","6201",4,"hdv",FALSE
"1716","62.02","6202",4,"hdv",FALSE
"1717","62.03","6203",4,"hdv",FALSE
"1718","62.09","6209",4,"hdv",FALSE
"1719","63","63",2,"hdv",FALSE
"1720","63.1","631",3,"hdv",FALSE
"1721","63.11","6311",4,"hdv",FALSE
"1722","63.12","6312",4,"hdv",FALSE
"1723","63.9","639",3,"hdv",FALSE
"1724","63.91","6391",4,"hdv",FALSE
"1725","63.99","6399",4,"hdv",FALSE
"1726","K","K",1,"hdv",FALSE
"1727","64","64",2,"hdv",FALSE
"1728","64.1","641",3,"hdv",FALSE
"1729","64.11","6411",4,"hdv",FALSE
"1730","64.19","6419",4,"hdv",FALSE
"1731","64.2","642",3,"hdv",FALSE
"1732","64.2","6420",4,"hdv",FALSE
"1733","64.3","643",3,"hdv",FALSE
"1734","64.3","6430",4,"hdv",FALSE
"1735","64.9","649",3,"hdv",FALSE
"1736","64.91","6491",4,"hdv",FALSE
"1737","64.92","6492",4,"hdv",FALSE
"1738","64.99","6499",4,"hdv",FALSE
"1739","65","65",2,"hdv",FALSE
"1740","65.1","651",3,"hdv",FALSE
"1741","65.11","6511",4,"hdv",FALSE
"1742","65.12","6512",4,"hdv",FALSE
"1743","65.2","652",3,"hdv",FALSE
"1744","65.2","6520",4,"hdv",FALSE
"1745","65.3","653",3,"hdv",FALSE
"1746","65.3","6530",4,"hdv",FALSE
"1747","66","66",2,"hdv",FALSE
"1748","66.1","661",3,"hdv",FALSE
"1749","66.11","6611",4,"hdv",FALSE
"1750","66.12","6612",4,"hdv",FALSE
"1751","66.19","6619",4,"hdv",FALSE
"1752","66.2","662",3,"hdv",FALSE
"1753","66.21","6621",4,"hdv",FALSE
"1754","66.22","6622",4,"hdv",FALSE
"1755","66.29","6629",4,"hdv",FALSE
"1756","66.3","663",3,"hdv",FALSE
"1757","66.3","6630",4,"hdv",FALSE
"1758","L","L",1,"hdv",FALSE
"1759","68","68",2,"hdv",FALSE
"1760","68.1","681",3,"hdv",FALSE
"1761","68.1","6810",4,"hdv",FALSE
"1762","68.2","682",3,"hdv",FALSE
"1763","68.2","6820",4,"hdv",FALSE
"1764","68.3","683",3,"hdv",FALSE
"1765","68.31","6831",4,"hdv",FALSE
"1766","68.32","6832",4,"hdv",FALSE
"1767","M","M",1,"hdv",FALSE
"1768","69","69",2,"hdv",FALSE
"1769","69.1","691",3,"hdv",FALSE
"1770","69.1","6910",4,"hdv",FALSE
"1771","69.2","692",3,"hdv",FALSE
"1772","69.2","6920",4,"hdv",FALSE
"1773","70","70",2,"hdv",FALSE
"1774","70.1","701",3,"hdv",FALSE
"1775","70.1","7010",4,"hdv",FALSE
"1776","70.2","702",3,"hdv",FALSE
"1777","70.21","7021",4,"hdv",FALSE
"1778","70.22","7022",4,"hdv",FALSE
"1779","71","71",2,"hdv",FALSE
"1780","71.1","711",3,"hdv",FALSE
"1781","71.11","7111",4,"hdv",FALSE
"1782","71.12","7112",4,"hdv",FALSE
"1783","71.2","712",3,"hdv",FALSE
"1784","71.2","7120",4,"hdv",FALSE
"1785","72","72",2,"hdv",FALSE
"1786","72.1","721",3,"hdv",FALSE
"1787","72.11","7211",4,"hdv",FALSE
"1788","72.19","7219",4,"hdv",FALSE
"1789","72.2","722",3,"hdv",FALSE
"1790","72.2","7220",4,"hdv",FALSE
"1791","73","73",2,"hdv",FALSE
"1792","73.1","731",3,"hdv",FALSE
"1793","73.11","7311",4,"hdv",FALSE
"1794","73.12","7312",4,"hdv",FALSE
"1795","73.2","732",3,"hdv",FALSE
"1796","73.2","7320",4,"hdv",FALSE
"1797","74","74",2,"hdv",FALSE
"1798","74.1","741",3,"hdv",FALSE
"1799","74.1","7410",4,"hdv",FALSE
"1800","74.2","742",3,"hdv",FALSE
"1801","74.2","7420",4,"hdv",FALSE
"1802","74.3","743",3,"hdv",FALSE
"1803","74.3","7430",4,"hdv",FALSE
"1804","74.9","749",3,"hdv",FALSE
"1805","74.9","7490",4,"hdv",FALSE
"1806","75","75",2,"hdv",FALSE
"1807","75","750",3,"hdv",FALSE
"1808","75","7500",4,"hdv",FALSE
"1809","N","N",1,"hdv",FALSE
"1810","77","77",2,"hdv",FALSE
"1811","77.1","771",3,"hdv",FALSE
"1812","77.11","7711",4,"hdv",FALSE
"1813","77.12","7712",4,"hdv",FALSE
"1814","77.2","772",3,"hdv",FALSE
"1815","77.21","7721",4,"hdv",FALSE
"1816","77.22","7722",4,"hdv",FALSE
"1817","77.29","7729",4,"hdv",FALSE
"1818","77.3","773",3,"hdv",FALSE
"1819","77.31","7731",4,"hdv",FALSE
"1820","77.32","7732",4,"hdv",FALSE
"1821","77.33","7733",4,"hdv",FALSE
"1822","77.34","7734",4,"hdv",FALSE
"1823","77.35","7735",4,"hdv",FALSE
"1824","77.39","7739",4,"hdv",FALSE
"1825","77.4","774",3,"hdv",FALSE
"1826","77.4","7740",4,"hdv",FALSE
"1827","78","78",2,"hdv",FALSE
"1828","78.1","781",3,"hdv",FALSE
"1829","78.1","7810",4,"hdv",FALSE
"1830","78.2","782",3,"hdv",FALSE
"1831","78.2","7820",4,"hdv",FALSE
"1832","78.3","783",3,"hdv",FALSE
"1833","78.3","7830",4,"hdv",FALSE
"1834","79","79",2,"hdv",FALSE
"1835","79.1","791",3,"hdv",FALSE
"1836","79.11","7911",4,"hdv",FALSE
"1837","79.12","7912",4,"hdv",FALSE
"1838","79.9","799",3,"hdv",FALSE
"1839","79.9","7990",4,"hdv",FALSE
"1840","80","80",2,"hdv",FALSE
"1841","80.1","801",3,"hdv",FALSE
"1842","80.1","8010",4,"hdv",FALSE
"1843","80.2","802",3,"hdv",FALSE
"1844","80.2","8020",4,"hdv",FALSE
"1845","80.3","803",3,"hdv",FALSE
"1846","80.3","8030",4,"hdv",FALSE
"1847","81","81",2,"hdv",FALSE
"1848","81.1","811",3,"hdv",FALSE
"1849","81.1","8110",4,"hdv",FALSE
"1850","81.2","812",3,"hdv",FALSE
"1851","81.21","8121",4,"hdv",FALSE
"1852","81.22","8122",4,"hdv",FALSE
"1853","81.29","8129",4,"hdv",FALSE
"1854","81.3","813",3,"hdv",FALSE
"1855","81.3","8130",4,"hdv",FALSE
"1856","82","82",2,"hdv",FALSE
"1857","82.1","821",3,"hdv",FALSE
"1858","82.11","8211",4,"hdv",FALSE
"1859","82.19","8219",4,"hdv",FALSE
"1860","82.2","822",3,"hdv",FALSE
"1861","82.2","8220",4,"hdv",FALSE
"1862","82.3","823",3,"hdv",FALSE
"1863","82.3","8230",4,"hdv",FALSE
"1864","82.9","829",3,"hdv",FALSE
"1865","82.91","8291",4,"hdv",FALSE
"1866","82.92","8292",4,"hdv",FALSE
"1867","82.99","8299",4,"hdv",FALSE
"1868","O","O",1,"hdv",FALSE
"1869","84","84",2,"hdv",FALSE
"1870","84.1","841",3,"hdv",FALSE
"1871","84.11","8411",4,"hdv",FALSE
"1872","84.12","8412",4,"hdv",FALSE
"1873","84.13","8413",4,"hdv",FALSE
"1874","84.2","842",3,"hdv",FALSE
"1875","84.21","8421",4,"hdv",FALSE
"1876","84.22","8422",4,"hdv",FALSE
"1877","84.23","8423",4,"hdv",FALSE
"1878","84.24","8424",4,"hdv",FALSE
"1879","84.25","8425",4,"hdv",FALSE
"1880","84.3","843",3,"hdv",FALSE
"1881","84.3","8430",4,"hdv",FALSE
"1882","P","P",1,"hdv",FALSE
"1883","85","85",2,"hdv",FALSE
"1884","85.1","851",3,"hdv",FALSE
"1885","85.1","8510",4,"hdv",FALSE
"1886","85.2","852",3,"hdv",FALSE
"1887","85.2","8520",4,"hdv",FALSE
"1888","85.3","853",3,"hdv",FALSE
"1889","85.31","8531",4,"hdv",FALSE
"1890","85.32","8532",4,"hdv",FALSE
"1891","85.4","854",3,"hdv",FALSE
"1892","85.41","8541",4,"hdv",FALSE
"1893","85.42","8542",4,"hdv",FALSE
"1894","85.5","855",3,"hdv",FALSE
"1895","85.51","8551",4,"hdv",FALSE
"1896","85.52","8552",4,"hdv",FALSE
"1897","85.53","8553",4,"hdv",FALSE
"1898","85.59","8559",4,"hdv",FALSE
"1899","85.6","856",3,"hdv",FALSE
"1900","85.6","8560",4,"hdv",FALSE
"1901","Q","Q",1,"hdv",FALSE
"1902","86","86",2,"hdv",FALSE
"1903","86.1","861",3,"hdv",FALSE
"1904","86.1","8610",4,"hdv",FALSE
"1905","86.2","862",3,"hdv",FALSE
"1906","86.21","8621",4,"hdv",FALSE
"1907","86.22","8622",4,"hdv",FALSE
"1908","86.23","8623",4,"hdv",FALSE
"1909","86.9","869",3,"hdv",FALSE
"1910","86.9","8690",4,"hdv",FALSE
"1911","87","87",2,"hdv",FALSE
"1912","87.1","871",3,"hdv",FALSE
"1913","87.1","8710",4,"hdv",FALSE
"1914","87.2","872",3,"hdv",FALSE
"1915","87.2","8720",4,"hdv",FALSE
"1916","87.3","873",3,"hdv",FALSE
"1917","87.3","8730",4,"hdv",FALSE
"1918","87.9","879",3,"hdv",FALSE
"1919","87.9","8790",4,"hdv",FALSE
"1920","88","88",2,"hdv",FALSE
"1921","88.1","881",3,"hdv",FALSE
"1922","88.1","8810",4,"hdv",FALSE
"1923","88.9","889",3,"hdv",FALSE
"1924","88.91","8891",4,"hdv",FALSE
"1925","88.99","8899",4,"hdv",FALSE
"1926","R","R",1,"hdv",FALSE
"1927","90","90",2,"hdv",FALSE
"1928","90","900",3,"hdv",FALSE
"1929","90.01","9001",4,"hdv",FALSE
"1930","90.02","9002",4,"hdv",FALSE
"1931","90.03","9003",4,"hdv",FALSE
"1932","90.04","9004",4,"hdv",FALSE
"1933","91","91",2,"hdv",FALSE
"1934","91","910",3,"hdv",FALSE
"1935","91.01","9101",4,"hdv",FALSE
"1936","91.02","9102",4,"hdv",FALSE
"1937","91.03","9103",4,"hdv",FALSE
"1938","91.04","9104",4,"hdv",FALSE
"1939","92","92",2,"hdv",FALSE
"1940","92","920",3,"hdv",FALSE
"1941","92","9200",4,"hdv",FALSE
"1942","93","93",2,"hdv",FALSE
"1943","93.1","931",3,"hdv",FALSE
"1944","93.11","9311",4,"hdv",FALSE
"1945","93.12","9312",4,"hdv",FALSE
"1946","93.13","9313",4,"hdv",FALSE
"1947","93.19","9319",4,"hdv",FALSE
"1948","93.2","932",3,"hdv",FALSE
"1949","93.21","9321",4,"hdv",FALSE
"1950","93.29","9329",4,"hdv",FALSE
"1951","S","S",1,"hdv",FALSE
"1952","94","94",2,"hdv",FALSE
"1953","94.1","941",3,"hdv",FALSE
"1954","94.11","9411",4,"hdv",FALSE
"1955","94.12","9412",4,"hdv",FALSE
"1956","94.2","942",3,"hdv",FALSE
"1957","94.2","9420",4,"hdv",FALSE
"1958","94.9","949",3,"hdv",FALSE
"1959","94.91","9491",4,"hdv",FALSE
"1960","94.92","9492",4,"hdv",FALSE
"1961","94.99","9499",4,"hdv",FALSE
"1962","95","95",2,"hdv",FALSE
"1963","95.1","951",3,"hdv",FALSE
"1964","95.11","9511",4,"hdv",FALSE
"1965","95.12","9512",4,"hdv",FALSE
"1966","95.2","952",3,"hdv",FALSE
"1967","95.21","9521",4,"hdv",FALSE
"1968","95.22","9522",4,"hdv",FALSE
"1969","95.23","9523",4,"hdv",FALSE
"1970","95.24","9524",4,"hdv",FALSE
"1971","95.25","9525",4,"hdv",FALSE
"1972","95.29","9529",4,"hdv",FALSE
"1973","96","96",2,"hdv",FALSE
"1974","96","960",3,"hdv",FALSE
"1975","96.01","9601",4,"hdv",FALSE
"1976","96.02","9602",4,"hdv",FALSE
"1977","96.03","9603",4,"hdv",FALSE
"1978","96.04","9604",4,"hdv",FALSE
"1979","96.09","9609",4,"hdv",FALSE
"1980","T","T",1,"hdv",FALSE
"1981","97","97",2,"hdv",FALSE
"1982","97","970",3,"hdv",FALSE
"1983","97","9700",4,"hdv",FALSE
"1984","98","98",2,"hdv",FALSE
"1985","98.1","981",3,"hdv",FALSE
"1986","98.1","9810",4,"hdv",FALSE
"1987","98.2","982",3,"hdv",FALSE
"1988","98.2","9820",4,"hdv",FALSE
"1989","U","U",1,"hdv",FALSE
"1990","99","99",2,"hdv",FALSE
"1991","99","990",3,"hdv",FALSE
"1992","99","9900",4,"hdv",FALSE
