"","original_code","code","code_level","sector","borderline"
"1","A","A",1,"ldv",FALSE
"2","1","10",2,"ldv",FALSE
"3","1.1","110",3,"ldv",FALSE
"4","1.11","1110",4,"ldv",FALSE
"5","1.12","1120",4,"ldv",FALSE
"6","1.13","1130",4,"ldv",FALSE
"7","1.14","1140",4,"ldv",FALSE
"8","1.15","1150",4,"ldv",FALSE
"9","1.16","1160",4,"ldv",FALSE
"10","1.19","1190",4,"ldv",FALSE
"11","1.2","120",3,"ldv",FALSE
"12","1.21","1210",4,"ldv",FALSE
"13","1.22","1220",4,"ldv",FALSE
"14","1.23","1230",4,"ldv",FALSE
"15","1.24","1240",4,"ldv",FALSE
"16","1.25","1250",4,"ldv",FALSE
"17","1.26","1260",4,"ldv",FALSE
"18","1.27","1270",4,"ldv",FALSE
"19","1.28","1280",4,"ldv",FALSE
"20","1.29","1290",4,"ldv",FALSE
"21","1.3","130",3,"ldv",FALSE
"22","1.3","1300",4,"ldv",FALSE
"23","1.4","140",3,"ldv",FALSE
"24","1.41","1410",4,"ldv",FALSE
"25","1.42","1420",4,"ldv",FALSE
"26","1.43","1430",4,"ldv",FALSE
"27","1.44","1440",4,"ldv",FALSE
"28","1.45","1450",4,"ldv",FALSE
"29","1.46","1460",4,"ldv",FALSE
"30","1.47","1470",4,"ldv",FALSE
"31","1.49","1490",4,"ldv",FALSE
"32","1.5","150",3,"ldv",FALSE
"33","1.5","1500",4,"ldv",FALSE
"34","1.6","160",3,"ldv",FALSE
"35","1.61","1610",4,"ldv",FALSE
"36","1.62","1620",4,"ldv",FALSE
"37","1.63","1630",4,"ldv",FALSE
"38","1.64","1640",4,"ldv",FALSE
"39","1.7","170",3,"ldv",FALSE
"40","1.7","1700",4,"ldv",FALSE
"41","2","20",2,"ldv",FALSE
"42","2.1","210",3,"ldv",FALSE
"43","2.1","2100",4,"ldv",FALSE
"44","2.2","220",3,"ldv",FALSE
"45","2.2","2200",4,"ldv",FALSE
"46","2.3","230",3,"ldv",FALSE
"47","2.3","2300",4,"ldv",FALSE
"48","2.4","240",3,"ldv",FALSE
"49","2.4","2400",4,"ldv",FALSE
"50","3","30",2,"ldv",FALSE
"51","3.1","310",3,"ldv",FALSE
"52","3.11","3110",4,"ldv",FALSE
"53","3.12","3120",4,"ldv",FALSE
"54","3.2","320",3,"ldv",FALSE
"55","3.21","3210",4,"ldv",FALSE
"56","3.22","3220",4,"ldv",FALSE
"57","B","B",1,"ldv",FALSE
"58","5","50",2,"ldv",FALSE
"59","5.1","510",3,"ldv",FALSE
"60","5.1","5100",4,"ldv",FALSE
"61","5.2","520",3,"ldv",FALSE
"62","5.2","5200",4,"ldv",FALSE
"63","6","60",2,"ldv",FALSE
"64","6.1","610",3,"ldv",FALSE
"65","6.1","6100",4,"ldv",FALSE
"66","6.2","620",3,"ldv",FALSE
"67","6.2","6200",4,"ldv",FALSE
"68","7","70",2,"ldv",FALSE
"69","7.1","710",3,"ldv",FALSE
"70","7.1","7100",4,"ldv",FALSE
"71","7.2","720",3,"ldv",FALSE
"72","7.21","7210",4,"ldv",FALSE
"73","7.29","7290",4,"ldv",FALSE
"74","8","80",2,"ldv",FALSE
"75","8.1","810",3,"ldv",FALSE
"76","8.11","8110",4,"ldv",FALSE
"77","8.12","8120",4,"ldv",FALSE
"78","8.9","890",3,"ldv",FALSE
"79","8.91","8910",4,"ldv",FALSE
"80","8.92","8920",4,"ldv",FALSE
"81","8.93","8930",4,"ldv",FALSE
"82","8.99","8990",4,"ldv",FALSE
"83","9","90",2,"ldv",FALSE
"84","9.1","910",3,"ldv",TRUE
"85","9.1","9100",4,"ldv",TRUE
"86","9.9","990",3,"ldv",FALSE
"87","9.9","9900",4,"ldv",FALSE
"88","C","C",1,"ldv",FALSE
"89","10","10",2,"ldv",FALSE
"90","10.1","101",3,"ldv",FALSE
"91","10.11","1011",4,"ldv",FALSE
"92","10.12","1012",4,"ldv",FALSE
"93","10.13","1013",4,"ldv",FALSE
"94","10.2","102",3,"ldv",FALSE
"95","10.2","1020",4,"ldv",FALSE
"96","10.3","103",3,"ldv",FALSE
"97","10.31","1031",4,"ldv",FALSE
"98","10.32","1032",4,"ldv",FALSE
"99","10.39","1039",4,"ldv",FALSE
"100","10.4","104",3,"ldv",FALSE
"101","10.41","1041",4,"ldv",FALSE
"102","10.42","1042",4,"ldv",FALSE
"103","10.5","105",3,"ldv",FALSE
"104","10.51","1051",4,"ldv",FALSE
"105","10.52","1052",4,"ldv",FALSE
"106","10.6","106",3,"ldv",FALSE
"107","10.61","1061",4,"ldv",FALSE
"108","10.62","1062",4,"ldv",FALSE
"109","10.7","107",3,"ldv",FALSE
"110","10.71","1071",4,"ldv",FALSE
"111","10.72","1072",4,"ldv",FALSE
"112","10.73","1073",4,"ldv",FALSE
"113","10.8","108",3,"ldv",FALSE
"114","10.81","1081",4,"ldv",FALSE
"115","10.82","1082",4,"ldv",FALSE
"116","10.83","1083",4,"ldv",FALSE
"117","10.84","1084",4,"ldv",FALSE
"118","10.85","1085",4,"ldv",FALSE
"119","10.86","1086",4,"ldv",FALSE
"120","10.89","1089",4,"ldv",FALSE
"121","10.9","109",3,"ldv",FALSE
"122","10.91","1091",4,"ldv",FALSE
"123","10.92","1092",4,"ldv",FALSE
"124","11","11",2,"ldv",FALSE
"125","11","110",3,"ldv",FALSE
"126","11.01","1101",4,"ldv",FALSE
"127","11.02","1102",4,"ldv",FALSE
"128","11.03","1103",4,"ldv",FALSE
"129","11.04","1104",4,"ldv",FALSE
"130","11.05","1105",4,"ldv",FALSE
"131","11.06","1106",4,"ldv",FALSE
"132","11.07","1107",4,"ldv",FALSE
"133","12","12",2,"ldv",FALSE
"134","12","120",3,"ldv",FALSE
"135","12","1200",4,"ldv",FALSE
"136","13","13",2,"ldv",FALSE
"137","13.1","131",3,"ldv",FALSE
"138","13.1","1310",4,"ldv",FALSE
"139","13.2","132",3,"ldv",FALSE
"140","13.2","1320",4,"ldv",FALSE
"141","13.3","133",3,"ldv",FALSE
"142","13.3","1330",4,"ldv",FALSE
"143","13.9","139",3,"ldv",FALSE
"144","13.91","1391",4,"ldv",FALSE
"145","13.92","1392",4,"ldv",FALSE
"146","13.93","1393",4,"ldv",FALSE
"147","13.94","1394",4,"ldv",FALSE
"148","13.95","1395",4,"ldv",FALSE
"149","13.96","1396",4,"ldv",FALSE
"150","13.99","1399",4,"ldv",FALSE
"151","14","14",2,"ldv",FALSE
"152","14.1","141",3,"ldv",FALSE
"153","14.11","1411",4,"ldv",FALSE
"154","14.12","1412",4,"ldv",FALSE
"155","14.13","1413",4,"ldv",FALSE
"156","14.14","1414",4,"ldv",FALSE
"157","14.19","1419",4,"ldv",FALSE
"158","14.2","142",3,"ldv",FALSE
"159","14.2","1420",4,"ldv",FALSE
"160","14.3","143",3,"ldv",FALSE
"161","14.31","1431",4,"ldv",FALSE
"162","14.39","1439",4,"ldv",FALSE
"163","15","15",2,"ldv",FALSE
"164","15.1","151",3,"ldv",FALSE
"165","15.11","1511",4,"ldv",FALSE
"166","15.12","1512",4,"ldv",FALSE
"167","15.2","152",3,"ldv",FALSE
"168","15.2","1520",4,"ldv",FALSE
"169","16","16",2,"ldv",FALSE
"170","16.1","161",3,"ldv",FALSE
"171","16.1","1610",4,"ldv",FALSE
"172","16.2","162",3,"ldv",FALSE
"173","16.21","1621",4,"ldv",FALSE
"174","16.22","1622",4,"ldv",FALSE
"175","16.23","1623",4,"ldv",FALSE
"176","16.24","1624",4,"ldv",FALSE
"177","16.29","1629",4,"ldv",FALSE
"178","17","17",2,"ldv",FALSE
"179","17.1","171",3,"ldv",FALSE
"180","17.11","1711",4,"ldv",FALSE
"181","17.12","1712",4,"ldv",FALSE
"182","17.2","172",3,"ldv",FALSE
"183","17.21","1721",4,"ldv",FALSE
"184","17.22","1722",4,"ldv",FALSE
"185","17.23","1723",4,"ldv",FALSE
"186","17.24","1724",4,"ldv",FALSE
"187","17.29","1729",4,"ldv",FALSE
"188","18","18",2,"ldv",FALSE
"189","18.1","181",3,"ldv",FALSE
"190","18.11","1811",4,"ldv",FALSE
"191","18.12","1812",4,"ldv",FALSE
"192","18.13","1813",4,"ldv",FALSE
"193","18.14","1814",4,"ldv",FALSE
"194","18.2","182",3,"ldv",FALSE
"195","18.2","1820",4,"ldv",FALSE
"196","19","19",2,"ldv",FALSE
"197","19.1","191",3,"ldv",FALSE
"198","19.1","1910",4,"ldv",FALSE
"199","19.2","192",3,"ldv",FALSE
"200","19.2","1920",4,"ldv",FALSE
"201","20","20",2,"ldv",FALSE
"202","20.1","201",3,"ldv",FALSE
"203","20.11","2011",4,"ldv",FALSE
"204","20.12","2012",4,"ldv",FALSE
"205","20.13","2013",4,"ldv",FALSE
"206","20.14","2014",4,"ldv",FALSE
"207","20.15","2015",4,"ldv",FALSE
"208","20.16","2016",4,"ldv",FALSE
"209","20.17","2017",4,"ldv",FALSE
"210","20.2","202",3,"ldv",FALSE
"211","20.2","2020",4,"ldv",FALSE
"212","20.3","203",3,"ldv",FALSE
"213","20.3","2030",4,"ldv",FALSE
"214","20.4","204",3,"ldv",FALSE
"215","20.41","2041",4,"ldv",FALSE
"216","20.42","2042",4,"ldv",FALSE
"217","20.5","205",3,"ldv",FALSE
"218","20.51","2051",4,"ldv",FALSE
"219","20.52","2052",4,"ldv",FALSE
"220","20.53","2053",4,"ldv",FALSE
"221","20.59","2059",4,"ldv",FALSE
"222","20.6","206",3,"ldv",FALSE
"223","20.6","2060",4,"ldv",FALSE
"224","21","21",2,"ldv",FALSE
"225","21.1","211",3,"ldv",FALSE
"226","21.1","2110",4,"ldv",FALSE
"227","21.2","212",3,"ldv",FALSE
"228","21.2","2120",4,"ldv",FALSE
"229","22","22",2,"ldv",FALSE
"230","22.1","221",3,"ldv",FALSE
"231","22.11","2211",4,"ldv",FALSE
"232","22.19","2219",4,"ldv",FALSE
"233","22.2","222",3,"ldv",FALSE
"234","22.21","2221",4,"ldv",FALSE
"235","22.22","2222",4,"ldv",FALSE
"236","22.23","2223",4,"ldv",FALSE
"237","22.29","2229",4,"ldv",FALSE
"238","23","23",2,"ldv",FALSE
"239","23.1","231",3,"ldv",FALSE
"240","23.11","2311",4,"ldv",FALSE
"241","23.12","2312",4,"ldv",FALSE
"242","23.13","2313",4,"ldv",FALSE
"243","23.14","2314",4,"ldv",FALSE
"244","23.19","2319",4,"ldv",FALSE
"245","23.2","232",3,"ldv",FALSE
"246","23.2","2320",4,"ldv",FALSE
"247","23.3","233",3,"ldv",FALSE
"248","23.31","2331",4,"ldv",FALSE
"249","23.32","2332",4,"ldv",FALSE
"250","23.4","234",3,"ldv",FALSE
"251","23.41","2341",4,"ldv",FALSE
"252","23.42","2342",4,"ldv",FALSE
"253","23.43","2343",4,"ldv",FALSE
"254","23.44","2344",4,"ldv",FALSE
"255","23.49","2349",4,"ldv",FALSE
"256","23.5","235",3,"ldv",FALSE
"257","23.51","2351",4,"ldv",FALSE
"258","23.52","2352",4,"ldv",TRUE
"259","23.6","236",3,"ldv",TRUE
"260","23.61","2361",4,"ldv",TRUE
"261","23.62","2362",4,"ldv",FALSE
"262","23.63","2363",4,"ldv",FALSE
"263","23.64","2364",4,"ldv",FALSE
"264","23.65","2365",4,"ldv",TRUE
"265","23.69","2369",4,"ldv",TRUE
"266","23.7","237",3,"ldv",FALSE
"267","23.7","2370",4,"ldv",FALSE
"268","23.9","239",3,"ldv",FALSE
"269","23.91","2391",4,"ldv",FALSE
"270","23.99","2399",4,"ldv",FALSE
"271","24","24",2,"ldv",TRUE
"272","24.1","241",3,"ldv",FALSE
"273","24.1","2410",4,"ldv",FALSE
"274","24.2","242",3,"ldv",TRUE
"275","24.2","2420",4,"ldv",TRUE
"276","24.3","243",3,"ldv",TRUE
"277","24.31","2431",4,"ldv",TRUE
"278","24.32","2432",4,"ldv",TRUE
"279","24.33","2433",4,"ldv",TRUE
"280","24.34","2434",4,"ldv",TRUE
"281","24.4","244",3,"ldv",FALSE
"282","24.41","2441",4,"ldv",FALSE
"283","24.42","2442",4,"ldv",FALSE
"284","24.43","2443",4,"ldv",FALSE
"285","24.44","2444",4,"ldv",FALSE
"286","24.45","2445",4,"ldv",FALSE
"287","24.46","2446",4,"ldv",FALSE
"288","24.5","245",3,"ldv",FALSE
"289","24.51","2451",4,"ldv",FALSE
"290","24.52","2452",4,"ldv",TRUE
"291","24.53","2453",4,"ldv",FALSE
"292","24.54","2454",4,"ldv",FALSE
"293","25","25",2,"ldv",FALSE
"294","25.1","251",3,"ldv",FALSE
"295","25.11","2511",4,"ldv",FALSE
"296","25.12","2512",4,"ldv",FALSE
"297","25.2","252",3,"ldv",FALSE
"298","25.21","2521",4,"ldv",FALSE
"299","25.29","2529",4,"ldv",FALSE
"300","25.3","253",3,"ldv",FALSE
"301","25.3","2530",4,"ldv",FALSE
"302","25.4","254",3,"ldv",FALSE
"303","25.4","2540",4,"ldv",FALSE
"304","25.5","255",3,"ldv",FALSE
"305","25.5","2550",4,"ldv",FALSE
"306","25.6","256",3,"ldv",FALSE
"307","25.61","2561",4,"ldv",FALSE
"308","25.62","2562",4,"ldv",FALSE
"309","25.7","257",3,"ldv",FALSE
"310","25.71","2571",4,"ldv",FALSE
"311","25.72","2572",4,"ldv",FALSE
"312","25.73","2573",4,"ldv",FALSE
"313","25.9","259",3,"ldv",FALSE
"314","25.91","2591",4,"ldv",FALSE
"315","25.92","2592",4,"ldv",FALSE
"316","25.93","2593",4,"ldv",FALSE
"317","25.94","2594",4,"ldv",FALSE
"318","25.99","2599",4,"ldv",FALSE
"319","26","26",2,"ldv",FALSE
"320","26.1","261",3,"ldv",FALSE
"321","26.11","2611",4,"ldv",FALSE
"322","26.12","2612",4,"ldv",FALSE
"323","26.2","262",3,"ldv",FALSE
"324","26.2","2620",4,"ldv",FALSE
"325","26.3","263",3,"ldv",FALSE
"326","26.3","2630",4,"ldv",FALSE
"327","26.4","264",3,"ldv",FALSE
"328","26.4","2640",4,"ldv",FALSE
"329","26.5","265",3,"ldv",FALSE
"330","26.51","2651",4,"ldv",FALSE
"331","26.52","2652",4,"ldv",FALSE
"332","26.6","266",3,"ldv",FALSE
"333","26.6","2660",4,"ldv",FALSE
"334","26.7","267",3,"ldv",FALSE
"335","26.7","2670",4,"ldv",FALSE
"336","26.8","268",3,"ldv",FALSE
"337","26.8","2680",4,"ldv",FALSE
"338","27","27",2,"ldv",FALSE
"339","27.1","271",3,"ldv",FALSE
"340","27.11","2711",4,"ldv",FALSE
"341","27.12","2712",4,"ldv",FALSE
"342","27.2","272",3,"ldv",FALSE
"343","27.2","2720",4,"ldv",FALSE
"344","27.3","273",3,"ldv",FALSE
"345","27.31","2731",4,"ldv",FALSE
"346","27.32","2732",4,"ldv",FALSE
"347","27.33","2733",4,"ldv",FALSE
"348","27.4","274",3,"ldv",FALSE
"349","27.4","2740",4,"ldv",FALSE
"350","27.5","275",3,"ldv",FALSE
"351","27.51","2751",4,"ldv",FALSE
"352","27.52","2752",4,"ldv",FALSE
"353","27.9","279",3,"ldv",FALSE
"354","27.9","2790",4,"ldv",FALSE
"355","28","28",2,"ldv",FALSE
"356","28.1","281",3,"ldv",FALSE
"357","28.11","2811",4,"ldv",FALSE
"358","28.12","2812",4,"ldv",FALSE
"359","28.13","2813",4,"ldv",FALSE
"360","28.14","2814",4,"ldv",FALSE
"361","28.15","2815",4,"ldv",FALSE
"362","28.2","282",3,"ldv",FALSE
"363","28.21","2821",4,"ldv",FALSE
"364","28.22","2822",4,"ldv",FALSE
"365","28.23","2823",4,"ldv",FALSE
"366","28.24","2824",4,"ldv",FALSE
"367","28.25","2825",4,"ldv",FALSE
"368","28.29","2829",4,"ldv",FALSE
"369","28.3","283",3,"ldv",FALSE
"370","28.3","2830",4,"ldv",FALSE
"371","28.4","284",3,"ldv",FALSE
"372","28.41","2841",4,"ldv",FALSE
"373","28.49","2849",4,"ldv",FALSE
"374","28.9","289",3,"ldv",FALSE
"375","28.91","2891",4,"ldv",FALSE
"376","28.92","2892",4,"ldv",FALSE
"377","28.93","2893",4,"ldv",FALSE
"378","28.94","2894",4,"ldv",FALSE
"379","28.95","2895",4,"ldv",FALSE
"380","28.96","2896",4,"ldv",FALSE
"381","28.99","2899",4,"ldv",FALSE
"382","29","29",2,"ldv",FALSE
"383","29.1","291",3,"ldv",FALSE
"384","29.2","292",3,"ldv",FALSE
"385","29.3","293",3,"ldv",FALSE
"386","29.10","2910",4,"ldv",FALSE
"387","29.20","2920",4,"ldv",TRUE
"388","29.31","2931",4,"ldv",FALSE
"389","29.32","2932",4,"ldv",TRUE
"390","30","30",2,"ldv",FALSE
"391","30.1","301",3,"ldv",FALSE
"392","30.11","3011",4,"ldv",FALSE
"393","30.12","3012",4,"ldv",FALSE
"394","30.2","302",3,"ldv",FALSE
"395","30.2","3020",4,"ldv",FALSE
"396","30.3","303",3,"ldv",TRUE
"397","30.3","3030",4,"ldv",TRUE
"398","30.4","304",3,"ldv",FALSE
"399","30.4","3040",4,"ldv",FALSE
"400","30.9","309",3,"ldv",FALSE
"401","30.91","3091",4,"ldv",FALSE
"402","30.92","3092",4,"ldv",FALSE
"403","30.99","3099",4,"ldv",FALSE
"404","31","31",2,"ldv",FALSE
"405","31","310",3,"ldv",FALSE
"406","31.01","3101",4,"ldv",FALSE
"407","31.02","3102",4,"ldv",FALSE
"408","31.03","3103",4,"ldv",FALSE
"409","31.09","3109",4,"ldv",FALSE
"410","32","32",2,"ldv",FALSE
"411","32.1","321",3,"ldv",FALSE
"412","32.11","3211",4,"ldv",FALSE
"413","32.12","3212",4,"ldv",FALSE
"414","32.13","3213",4,"ldv",FALSE
"415","32.2","322",3,"ldv",FALSE
"416","32.2","3220",4,"ldv",FALSE
"417","32.3","323",3,"ldv",FALSE
"418","32.3","3230",4,"ldv",FALSE
"419","32.4","324",3,"ldv",FALSE
"420","32.4","3240",4,"ldv",FALSE
"421","32.5","325",3,"ldv",FALSE
"422","32.5","3250",4,"ldv",FALSE
"423","32.9","329",3,"ldv",FALSE
"424","32.91","3291",4,"ldv",FALSE
"425","32.99","3299",4,"ldv",FALSE
"426","33","33",2,"ldv",FALSE
"427","33.1","331",3,"ldv",FALSE
"428","33.11","3311",4,"ldv",FALSE
"429","33.12","3312",4,"ldv",FALSE
"430","33.13","3313",4,"ldv",FALSE
"431","33.14","3314",4,"ldv",FALSE
"432","33.15","3315",4,"ldv",FALSE
"433","33.16","3316",4,"ldv",FALSE
"434","33.17","3317",4,"ldv",FALSE
"435","33.19","3319",4,"ldv",FALSE
"436","33.2","332",3,"ldv",FALSE
"437","33.2","3320",4,"ldv",FALSE
"438","D","D",1,"ldv",FALSE
"439","35","35",2,"ldv",NA
"440","35.1","351",3,"ldv",FALSE
"441","35.11","3511",4,"ldv",FALSE
"442","35.12","3512",4,"ldv",TRUE
"443","35.13","3513",4,"ldv",TRUE
"444","35.14","3514",4,"ldv",TRUE
"445","35.2","352",3,"ldv",TRUE
"446","35.21","3521",4,"ldv",TRUE
"447","35.22","3522",4,"ldv",TRUE
"448","35.23","3523",4,"ldv",TRUE
"449","35.3","353",3,"ldv",FALSE
"450","35.3","3530",4,"ldv",FALSE
"451","E","E",1,"ldv",FALSE
"452","36","36",2,"ldv",FALSE
"453","36","360",3,"ldv",FALSE
"454","36","3600",4,"ldv",FALSE
"455","37","37",2,"ldv",FALSE
"456","37","370",3,"ldv",FALSE
"457","37","3700",4,"ldv",FALSE
"458","38","38",2,"ldv",FALSE
"459","38.1","381",3,"ldv",FALSE
"460","38.11","3811",4,"ldv",FALSE
"461","38.12","3812",4,"ldv",FALSE
"462","38.2","382",3,"ldv",FALSE
"463","38.21","3821",4,"ldv",FALSE
"464","38.22","3822",4,"ldv",FALSE
"465","38.3","383",3,"ldv",FALSE
"466","38.31","3831",4,"ldv",FALSE
"467","38.32","3832",4,"ldv",FALSE
"468","39","39",2,"ldv",FALSE
"469","39","390",3,"ldv",FALSE
"470","39","3900",4,"ldv",FALSE
"471","F","F",1,"ldv",FALSE
"472","41","41",2,"ldv",FALSE
"473","41.1","411",3,"ldv",FALSE
"474","41.1","4110",4,"ldv",FALSE
"475","41.2","412",3,"ldv",FALSE
"476","41.2","4120",4,"ldv",FALSE
"477","42","42",2,"ldv",FALSE
"478","42.1","421",3,"ldv",FALSE
"479","42.11","4211",4,"ldv",FALSE
"480","42.12","4212",4,"ldv",FALSE
"481","42.13","4213",4,"ldv",FALSE
"482","42.2","422",3,"ldv",FALSE
"483","42.21","4221",4,"ldv",FALSE
"484","42.22","4222",4,"ldv",FALSE
"485","42.9","429",3,"ldv",FALSE
"486","42.91","4291",4,"ldv",FALSE
"487","42.99","4299",4,"ldv",FALSE
"488","43","43",2,"ldv",FALSE
"489","43.1","431",3,"ldv",FALSE
"490","43.11","4311",4,"ldv",FALSE
"491","43.12","4312",4,"ldv",FALSE
"492","43.13","4313",4,"ldv",FALSE
"493","43.2","432",3,"ldv",FALSE
"494","43.21","4321",4,"ldv",FALSE
"495","43.22","4322",4,"ldv",FALSE
"496","43.29","4329",4,"ldv",FALSE
"497","43.3","433",3,"ldv",FALSE
"498","43.31","4331",4,"ldv",FALSE
"499","43.32","4332",4,"ldv",FALSE
"500","43.33","4333",4,"ldv",FALSE
"501","43.34","4334",4,"ldv",FALSE
"502","43.39","4339",4,"ldv",FALSE
"503","43.9","439",3,"ldv",FALSE
"504","43.91","4391",4,"ldv",FALSE
"505","43.99","4399",4,"ldv",FALSE
"506","G","G",1,"ldv",FALSE
"507","45","45",2,"ldv",FALSE
"508","45.1","451",3,"ldv",TRUE
"509","45.11","4511",4,"ldv",TRUE
"510","45.19","4519",4,"ldv",TRUE
"511","45.2","452",3,"ldv",FALSE
"512","45.2","4520",4,"ldv",FALSE
"513","45.3","453",3,"ldv",FALSE
"514","45.31","4531",4,"ldv",FALSE
"515","45.32","4532",4,"ldv",FALSE
"516","45.4","454",3,"ldv",FALSE
"517","45.4","4540",4,"ldv",FALSE
"518","46","46",2,"ldv",FALSE
"519","46.1","461",3,"ldv",FALSE
"520","46.11","4611",4,"ldv",FALSE
"521","46.12","4612",4,"ldv",FALSE
"522","46.13","4613",4,"ldv",FALSE
"523","46.14","4614",4,"ldv",FALSE
"524","46.15","4615",4,"ldv",FALSE
"525","46.16","4616",4,"ldv",FALSE
"526","46.17","4617",4,"ldv",FALSE
"527","46.18","4618",4,"ldv",FALSE
"528","46.19","4619",4,"ldv",FALSE
"529","46.2","462",3,"ldv",FALSE
"530","46.21","4621",4,"ldv",FALSE
"531","46.22","4622",4,"ldv",FALSE
"532","46.23","4623",4,"ldv",FALSE
"533","46.24","4624",4,"ldv",FALSE
"534","46.3","463",3,"ldv",FALSE
"535","46.31","4631",4,"ldv",FALSE
"536","46.32","4632",4,"ldv",FALSE
"537","46.33","4633",4,"ldv",FALSE
"538","46.34","4634",4,"ldv",FALSE
"539","46.35","4635",4,"ldv",FALSE
"540","46.36","4636",4,"ldv",FALSE
"541","46.37","4637",4,"ldv",FALSE
"542","46.38","4638",4,"ldv",FALSE
"543","46.39","4639",4,"ldv",FALSE
"544","46.4","464",3,"ldv",FALSE
"545","46.41","4641",4,"ldv",FALSE
"546","46.42","4642",4,"ldv",FALSE
"547","46.43","4643",4,"ldv",FALSE
"548","46.44","4644",4,"ldv",FALSE
"549","46.45","4645",4,"ldv",FALSE
"550","46.46","4646",4,"ldv",FALSE
"551","46.47","4647",4,"ldv",FALSE
"552","46.48","4648",4,"ldv",FALSE
"553","46.49","4649",4,"ldv",FALSE
"554","46.5","465",3,"ldv",FALSE
"555","46.51","4651",4,"ldv",FALSE
"556","46.52","4652",4,"ldv",FALSE
"557","46.6","466",3,"ldv",FALSE
"558","46.61","4661",4,"ldv",FALSE
"559","46.62","4662",4,"ldv",FALSE
"560","46.63","4663",4,"ldv",FALSE
"561","46.64","4664",4,"ldv",FALSE
"562","46.65","4665",4,"ldv",FALSE
"563","46.66","4666",4,"ldv",FALSE
"564","46.69","4669",4,"ldv",FALSE
"565","46.7","467",3,"ldv",FALSE
"566","46.71","4671",4,"ldv",FALSE
"567","46.72","4672",4,"ldv",FALSE
"568","46.73","4673",4,"ldv",FALSE
"569","46.74","4674",4,"ldv",FALSE
"570","46.75","4675",4,"ldv",FALSE
"571","46.76","4676",4,"ldv",FALSE
"572","46.77","4677",4,"ldv",FALSE
"573","46.9","469",3,"ldv",FALSE
"574","46.9","4690",4,"ldv",FALSE
"575","47","47",2,"ldv",FALSE
"576","47.1","471",3,"ldv",FALSE
"577","47.11","4711",4,"ldv",FALSE
"578","47.19","4719",4,"ldv",FALSE
"579","47.2","472",3,"ldv",FALSE
"580","47.21","4721",4,"ldv",FALSE
"581","47.22","4722",4,"ldv",FALSE
"582","47.23","4723",4,"ldv",FALSE
"583","47.24","4724",4,"ldv",FALSE
"584","47.25","4725",4,"ldv",FALSE
"585","47.26","4726",4,"ldv",FALSE
"586","47.29","4729",4,"ldv",FALSE
"587","47.3","473",3,"ldv",FALSE
"588","47.3","4730",4,"ldv",FALSE
"589","47.4","474",3,"ldv",FALSE
"590","47.41","4741",4,"ldv",FALSE
"591","47.42","4742",4,"ldv",FALSE
"592","47.43","4743",4,"ldv",FALSE
"593","47.5","475",3,"ldv",FALSE
"594","47.51","4751",4,"ldv",FALSE
"595","47.52","4752",4,"ldv",FALSE
"596","47.53","4753",4,"ldv",FALSE
"597","47.54","4754",4,"ldv",FALSE
"598","47.59","4759",4,"ldv",FALSE
"599","47.6","476",3,"ldv",FALSE
"600","47.61","4761",4,"ldv",FALSE
"601","47.62","4762",4,"ldv",FALSE
"602","47.63","4763",4,"ldv",FALSE
"603","47.64","4764",4,"ldv",FALSE
"604","47.65","4765",4,"ldv",FALSE
"605","47.7","477",3,"ldv",FALSE
"606","47.71","4771",4,"ldv",FALSE
"607","47.72","4772",4,"ldv",FALSE
"608","47.73","4773",4,"ldv",FALSE
"609","47.74","4774",4,"ldv",FALSE
"610","47.75","4775",4,"ldv",FALSE
"611","47.76","4776",4,"ldv",FALSE
"612","47.77","4777",4,"ldv",FALSE
"613","47.78","4778",4,"ldv",FALSE
"614","47.79","4779",4,"ldv",FALSE
"615","47.8","478",3,"ldv",FALSE
"616","47.81","4781",4,"ldv",FALSE
"617","47.82","4782",4,"ldv",FALSE
"618","47.89","4789",4,"ldv",FALSE
"619","47.9","479",3,"ldv",FALSE
"620","47.91","4791",4,"ldv",FALSE
"621","47.99","4799",4,"ldv",FALSE
"622","H","H",1,"ldv",FALSE
"623","49","49",2,"ldv",FALSE
"624","49.1","491",3,"ldv",FALSE
"625","49.1","4910",4,"ldv",FALSE
"626","49.2","492",3,"ldv",FALSE
"627","49.2","4920",4,"ldv",FALSE
"628","49.3","493",3,"ldv",FALSE
"629","49.31","4931",4,"ldv",FALSE
"630","49.32","4932",4,"ldv",FALSE
"631","49.39","4939",4,"ldv",FALSE
"632","49.4","494",3,"ldv",FALSE
"633","49.41","4941",4,"ldv",FALSE
"634","49.42","4942",4,"ldv",FALSE
"635","49.5","495",3,"ldv",FALSE
"636","49.5","4950",4,"ldv",FALSE
"637","50","50",2,"ldv",FALSE
"638","50.1","501",3,"ldv",FALSE
"639","50.1","5010",4,"ldv",FALSE
"640","50.2","502",3,"ldv",FALSE
"641","50.2","5020",4,"ldv",FALSE
"642","50.3","503",3,"ldv",FALSE
"643","50.3","5030",4,"ldv",FALSE
"644","50.4","504",3,"ldv",FALSE
"645","50.4","5040",4,"ldv",FALSE
"646","51","51",2,"ldv",FALSE
"647","51.1","511",3,"ldv",FALSE
"648","51.1","5110",4,"ldv",FALSE
"649","51.2","512",3,"ldv",TRUE
"650","51.21","5121",4,"ldv",TRUE
"651","51.22","5122",4,"ldv",FALSE
