region,value,type,source
advanced economies,bg,country_name,weo_2021
advanced economies,hr,country_name,weo_2021
advanced economies,cy,country_name,weo_2021
advanced economies,mt,country_name,weo_2021
advanced economies,ro,country_name,weo_2021
advanced economies,au,country_name,weo_2021
advanced economies,at,country_name,weo_2021
advanced economies,be,country_name,weo_2021
advanced economies,ca,country_name,weo_2021
advanced economies,cl,country_name,weo_2021
advanced economies,cz,country_name,weo_2021
advanced economies,dk,country_name,weo_2021
advanced economies,ee,country_name,weo_2021
advanced economies,fi,country_name,weo_2021
advanced economies,fr,country_name,weo_2021
advanced economies,de,country_name,weo_2021
advanced economies,gr,country_name,weo_2021
advanced economies,hu,country_name,weo_2021
advanced economies,is,country_name,weo_2021
advanced economies,ie,country_name,weo_2021
advanced economies,il,country_name,weo_2021
advanced economies,it,country_name,weo_2021
advanced economies,jp,country_name,weo_2021
advanced economies,kp,country_name,weo_2021
advanced economies,lv,country_name,weo_2021
advanced economies,lt,country_name,weo_2021
advanced economies,lu,country_name,weo_2021
advanced economies,mx,country_name,weo_2021
advanced economies,nl,country_name,weo_2021
advanced economies,nz,country_name,weo_2021
advanced economies,no,country_name,weo_2021
advanced economies,pl,country_name,weo_2021
advanced economies,pt,country_name,weo_2021
advanced economies,sk,country_name,weo_2021
advanced economies,si,country_name,weo_2021
advanced economies,es,country_name,weo_2021
advanced economies,se,country_name,weo_2021
advanced economies,ch,country_name,weo_2021
advanced economies,tr,country_name,weo_2021
advanced economies,gb,country_name,weo_2021
advanced economies,us,country_name,weo_2021
africa,dz,country_name,weo_2021
africa,eg,country_name,weo_2021
africa,ly,country_name,weo_2021
africa,ma,country_name,weo_2021
africa,tn,country_name,weo_2021
africa,ao,country_name,weo_2021
africa,bj,country_name,weo_2021
africa,bw,country_name,weo_2021
africa,cm,country_name,weo_2021
africa,cg,country_name,weo_2021
africa,ci,country_name,weo_2021
africa,cd,country_name,weo_2021
africa,er,country_name,weo_2021
africa,et,country_name,weo_2021
africa,ga,country_name,weo_2021
africa,gh,country_name,weo_2021
africa,ke,country_name,weo_2021
africa,mu,country_name,weo_2021
africa,mz,country_name,weo_2021
africa,na,country_name,weo_2021
africa,ne,country_name,weo_2021
africa,ng,country_name,weo_2021
africa,sn,country_name,weo_2021
africa,za,country_name,weo_2021
africa,ss,country_name,weo_2021
africa,sd,country_name,weo_2021
africa,tz,country_name,weo_2021
africa,tg,country_name,weo_2021
africa,zm,country_name,weo_2021
africa,zw,country_name,weo_2021
asia pacific,au,country_name,weo_2021
asia pacific,bd,country_name,weo_2021
asia pacific,cn,country_name,weo_2021
asia pacific,in,country_name,weo_2021
asia pacific,jp,country_name,weo_2021
asia pacific,kp,country_name,weo_2021
asia pacific,mn,country_name,weo_2021
asia pacific,np,country_name,weo_2021
asia pacific,nz,country_name,weo_2021
asia pacific,pk,country_name,weo_2021
asia pacific,lk,country_name,weo_2021
asia pacific,tw,country_name,weo_2021
asia pacific,bn,country_name,weo_2021
asia pacific,kh,country_name,weo_2021
asia pacific,id,country_name,weo_2021
asia pacific,la,country_name,weo_2021
asia pacific,my,country_name,weo_2021
asia pacific,mm,country_name,weo_2021
asia pacific,ph,country_name,weo_2021
asia pacific,sg,country_name,weo_2021
asia pacific,th,country_name,weo_2021
asia pacific,vn,country_name,weo_2021
asia pacific,af,country_name,weo_2021
asia pacific,bt,country_name,weo_2021
asia pacific,ck,country_name,weo_2021
asia pacific,fj,country_name,weo_2021
asia pacific,pf,country_name,weo_2021
asia pacific,ki,country_name,weo_2021
asia pacific,mo,country_name,weo_2021
asia pacific,mv,country_name,weo_2021
asia pacific,nc,country_name,weo_2021
asia pacific,pw,country_name,weo_2021
asia pacific,pg,country_name,weo_2021
asia pacific,ws,country_name,weo_2021
asia pacific,sb,country_name,weo_2021
asia pacific,tl,country_name,weo_2021
asia pacific,to,country_name,weo_2021
asia pacific,vu,country_name,weo_2021
central and south america,ar,country_name,weo_2021
central and south america,bo,country_name,weo_2021
central and south america,br,country_name,weo_2021
central and south america,cl,country_name,weo_2021
central and south america,co,country_name,weo_2021
